24.3858, 0.4769
26.21, 0.4928
27.5368, 0.5087
29.1951, 0.5246
30.8542, 0.5644
32.3474, 0.5962
34.0062, 0.628
35.3341, 0.6757
36.9935, 0.7234
38.6539, 0.8029
40.1481, 0.8665
41.3107, 0.93
42.4741, 1.0175
43.6369, 1.089
44.4679, 1.1526
45.134, 1.2401
46.131, 1.3115
46.9623, 1.3831
47.7939, 1.4626
48.4596, 1.5421
49.1249, 1.6057
49.6248, 1.6852
50.4564, 1.7647
51.1219, 1.8362
51.6219, 1.9157
52.4532, 1.9872
53.1189, 2.0668
53.6189, 2.1463
54.616, 2.2178
55.7791, 2.2973
57.1072, 2.3529
58.6006, 2.3927
60.0915, 2.3609
61.5815, 2.2973
62.5735, 2.2178
63.5655, 2.1383
64.2264, 2.0668
65.0526, 1.9872
66.2105, 1.9078
66.7054, 1.8362
67.2004, 1.7647
67.8609, 1.6852
68.8535, 1.6216
69.8456, 1.5421
70.8376, 1.4626
72.1612, 1.3831
73.4857, 1.3275
74.9761, 1.2798
75.8048, 1.2719
76.8, 1.2878
77.7963, 1.3355
78.9586, 1.3911
79.4573, 1.4308
80.2888, 1.5103
80.7885, 1.5819
81.4543, 1.6614
81.7885, 1.7409
82.454, 1.8124
82.9537, 1.8839
83.1219, 1.9555
83.6218, 2.035
83.956, 2.1145
84.1242, 2.186
84.4581, 2.2576
84.6268, 2.345
84.9607, 2.4165
85.2947, 2.4881
85.4631, 2.5676
85.9628, 2.6391
86.2973, 2.7266
86.4652, 2.7901
86.7991, 2.8617
87.1336, 2.9491
87.136, 3.0207
87.6354, 3.0843
87.8037, 3.1638
87.9723, 3.2432
88.1404, 3.3148
88.6404, 3.3942
88.8085, 3.4658
88.9767, 3.5373
89.8083, 3.6169
90.1425, 3.6963
90.6419, 3.7599
91.1421, 3.8474
91.6419, 3.9189
92.6366, 3.9189
93.2989, 3.8951
93.9597, 3.8235
94.2889, 3.752
94.7833, 3.6644
95.1128, 3.601
95.4414, 3.5135
95.7706, 3.442
95.9343, 3.3784
96.4287, 3.2909
96.5922, 3.2194
96.9213, 3.1479
97.2503, 3.0684
97.4134, 2.9889
97.7426, 2.9173
97.9058, 2.8378
98.0694, 2.7742
98.2326, 2.6947
98.3957, 2.6153
98.8907, 2.5436
99.0539, 2.4642
99.217, 2.3847
99.5462, 2.3132
99.7099, 2.2496
100.0385, 2.1622
100.3677, 2.0906
100.5311, 2.0191
100.8601, 1.9396
101.0235, 1.8679
101.5182, 1.7886
101.8471, 1.709
102.1763, 1.6375
102.3397, 1.5659
102.5026, 1.4785
102.8321, 1.4149
103.4926, 1.3355
103.9872, 1.256
104.1507, 1.1844
104.6454, 1.1049
105.1401, 1.0254
105.4696, 0.9618
105.9643, 0.8824
106.6248, 0.8029
107.2854, 0.7313
107.9465, 0.6677
108.2752, 0.5803
109.4328, 0.4928
110.5914, 0.4372
111.9153, 0.3657
113.405, 0.2941
114.7294, 0.2385
116.3856, 0.1908
117.8766, 0.159
119.3676, 0.1272
121.1899, 0.0874
122.6814, 0.0715
124.1727, 0.0477
125.3329, 0.0397
